"Symbol","Name","Entrez.ID","Ensembl.ID"
"OR2A2","olfactory receptor family 2 subfamily A member 2","442361","ENSG00000221989.2"
"EXOC3-AS1","EXOC3 antisense RNA 1","116349","ENSG00000221990.4"
"ZNF630","zinc finger protein 630","57232","ENSG00000221994.10"
"","","0","ENSG00000221995.5"
"OR52B4","olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)","143496","ENSG00000221996.6"
"","","0","ENSG00000222000.7"
"","","0","ENSG00000222001.2"
"C7orf71","chromosome 7 open reading frame 71","285941","ENSG00000222004.7"
"LINC01118","long intergenic non-protein coding RNA 1118","388948","ENSG00000222005.8"
"","","0","ENSG00000222007.6"
"BTBD19","BTB domain containing 19","149478","ENSG00000222009.8"
"FAM185A","family with sequence similarity 185 member A","222234","ENSG00000222011.8"
"","","0","ENSG00000222012.1"
"RAB6C","RAB6C, member RAS oncogene family","84084","ENSG00000222014.5"
"","","0","ENSG00000222017.1"
"FAM243A","family with sequence similarity 243 member A","101928147","ENSG00000222018.1"
"URAHP","urate (hydroxyiso-) hydrolase, pseudogene","100130015","ENSG00000222019.7"
"HDAC4-AS1","HDAC4 antisense RNA 1","101928111","ENSG00000222020.2"
"","","0","ENSG00000222022.1"
"","","0","ENSG00000222024.2"
"PSMB11","proteasome subunit beta 11","122706","ENSG00000222028.3"
"LINC01793","long intergenic non-protein coding RNA 1793","101927285","ENSG00000222030.1"
"","","0","ENSG00000222031.1"
"","","0","ENSG00000222032.1"
"LINC01124","long intergenic non-protein coding RNA 1124","440925","ENSG00000222033.1"
"KIAA2012-AS1","KIAA2012 antisense RNA 1","729224","ENSG00000222035.3"
"POTEM","POTE ankyrin domain family member M","641455","ENSG00000222036.7"
"IGLC6","immunoglobulin lambda constant 6 (gene/pseudogene)","3542","ENSG00000222037.5"
"POTEJ","POTE ankyrin domain family member J","653781","ENSG00000222038.3"
"CYTOR","cytoskeleton regulator RNA","112597","ENSG00000222041.10"
"","","0","ENSG00000222042.1"
"","","0","ENSG00000222043.2"
"","","0","ENSG00000222044.1"
"DCDC2B","doublecortin domain containing 2B","149069","ENSG00000222046.2"
"C10orf55","chromosome 10 open reading frame 55","414236","ENSG00000222047.8"
"RNU6-1165P","RNA, U6 small nuclear 1165, pseudogene","106480079","ENSG00000222051.1"
"RNA5SP177","RNA, 5S ribosomal pseudogene 177","100873439","ENSG00000222054.1"
"RNU4-62P","RNA, U4 small nuclear 62, pseudogene","106479586","ENSG00000222057.1"
"RNU4-86P","RNA, U4 small nuclear 86, pseudogene","106481199","ENSG00000222067.1"
"RN7SKP154","RNA, 7SK small nuclear pseudogene 154","106480881","ENSG00000222068.1"
"RN7SKP285","RNA, 7SK small nuclear pseudogene 285","106480920","ENSG00000222069.1"
"MIR1915","microRNA 1915","100302129","ENSG00000222071.1"
"","","0","ENSG00000222072.1"
"RNU2-3P","RNA, U2 small nuclear 3, pseudogene","26854","ENSG00000222076.1"
"RN7SKP110","RNA, 7SK small nuclear pseudogene 110","106480867","ENSG00000222078.1"
"RNU6-721P","RNA, U6 small nuclear 721, pseudogene","106481774","ENSG00000222087.1"
"RNU6-908P","RNA, U6 small nuclear 908, pseudogene","106479968","ENSG00000222092.1"
"RNU2-65P","RNA, U2 small nuclear 65, pseudogene","106480226","ENSG00000222094.1"
"","","0","ENSG00000222095.1"
"RN7SKP32","RNA, 7SK small nuclear pseudogene 32","106479109","ENSG00000222099.1"
"RN7SKP232","RNA, 7SK small nuclear pseudogene 232","106480905","ENSG00000222102.1"
"RN7SKP117","RNA, 7SK small nuclear pseudogene 117","106479147","ENSG00000222107.1"
"RNA5SP317","RNA, 5S ribosomal pseudogene 317","106479006","ENSG00000222108.1"
"RN7SKP148","RNA, 7SK small nuclear pseudogene 148","106480467","ENSG00000222111.1"
"RN7SKP16","RNA, 7SK small nuclear pseudogene 16","106480837","ENSG00000222112.1"
"RNU6-985P","RNA, U6 small nuclear 985, pseudogene","106480001","ENSG00000222114.1"
"RNA5SP487","RNA, 5S ribosomal pseudogene 487","100873729","ENSG00000222118.1"
"RNU6-648P","RNA, U6 small nuclear 648, pseudogene","106479853","ENSG00000222122.1"
"RNA5SP390","RNA, 5S ribosomal pseudogene 390","100873643","ENSG00000222123.1"
"RNU2-9P","RNA, U2 small nuclear 9, pseudogene","106481636","ENSG00000222126.1"
"RNA5SP36","RNA, 5S ribosomal pseudogene 36","100873368","ENSG00000222129.1"
"RNU6-380P","RNA, U6 small nuclear 380, pseudogene","106481298","ENSG00000222139.1"
"","","0","ENSG00000222145.1"
"RNU4-37P","RNA, U4 small nuclear 37, pseudogene","106481183","ENSG00000222146.1"
"RNY4P30","RNY4 pseudogene 30","100862673","ENSG00000222148.1"
"RNA5SP239","RNA, 5S ribosomal pseudogene 239","100873497","ENSG00000222150.1"
"RN7SKP218","RNA, 7SK small nuclear pseudogene 218","106480900","ENSG00000222154.1"
"","","0","ENSG00000222160.1"
"RN7SKP151","RNA, 7SK small nuclear pseudogene 151","106479162","ENSG00000222162.1"
"RN7SKP266","RNA, 7SK small nuclear pseudogene 266","106479214","ENSG00000222164.1"
"RNU6-257P","RNA, U6 small nuclear 257, pseudogene","106479681","ENSG00000222170.1"
"RN7SKP146","RNA, 7SK small nuclear pseudogene 146","106479160","ENSG00000222174.1"
"RNU4-30P","RNA, U4 small nuclear 30, pseudogene","106479571","ENSG00000222177.1"
"RNA5SP181","RNA, 5S ribosomal pseudogene 181","100873443","ENSG00000222178.1"
"RN7SKP26","RNA, 7SK small nuclear pseudogene 26","106479106","ENSG00000222179.1"
"RNA5SP156","RNA, 5S ribosomal pseudogene 156","100873422","ENSG00000222182.1"
"","","0","ENSG00000222185.1"
"RNU4-26P","RNA, U4 small nuclear 26, pseudogene","106479569","ENSG00000222202.1"
"RNA5SP266","RNA, 5S ribosomal pseudogene 266","100873519","ENSG00000222205.1"
"","","0","ENSG00000222206.1"
"RNA5SP407","RNA, 5S ribosomal pseudogene 407","100873659","ENSG00000222207.1"
"RNA5SP129","RNA, 5S ribosomal pseudogene 129","100873399","ENSG00000222208.1"
"RNA5SP56","RNA, 5S ribosomal pseudogene 56","100873294","ENSG00000222209.1"
"RN7SKP65","RNA, 7SK small nuclear pseudogene 65","106479124","ENSG00000222210.1"
"RNU6-588P","RNA, U6 small nuclear 588, pseudogene","106479826","ENSG00000222213.1"
"RN7SKP129","RNA, 7SK small nuclear pseudogene 129","106479152","ENSG00000222220.1"
"RNU2-17P","RNA, U2 small nuclear 17, pseudogene","106480204","ENSG00000222222.1"
"","","0","ENSG00000222224.1"
"RNU6-447P","RNA, U6 small nuclear 447, pseudogene","106481320","ENSG00000222225.1"
"RNA5SP158","RNA, 5S ribosomal pseudogene 158","100873424","ENSG00000222230.1"
"RNU2-54P","RNA, U2 small nuclear 54, pseudogene","106481651","ENSG00000222231.1"
"RNA5SP89","RNA, 5S ribosomal pseudogene 89","100873322","ENSG00000222232.1"
"RNA5SP163","RNA, 5S ribosomal pseudogene 163","100873428","ENSG00000222236.1"
"RNU2-43P","RNA, U2 small nuclear 43, pseudogene","106480216","ENSG00000222238.1"
"RN7SKP156","RNA, 7SK small nuclear pseudogene 156","106480882","ENSG00000222240.1"
"RNA5SP431","RNA, 5S ribosomal pseudogene 431","100873681","ENSG00000222244.1"
"MIR1471","microRNA 1471","100302126","ENSG00000222246.1"
"RNA5SP201","RNA, 5S ribosomal pseudogene 201","100873462","ENSG00000222248.1"
"RNU6-262P","RNA, U6 small nuclear 262, pseudogene","106481261","ENSG00000222249.1"
"RNA5SP95","RNA, 5S ribosomal pseudogene 95","100873328","ENSG00000222251.1"
"RNU6-101P","RNA, U6 small nuclear 101, pseudogene","106479611","ENSG00000222255.1"
"RN7SKP199","RNA, 7SK small nuclear pseudogene 199","106479184","ENSG00000222257.1"
"RN7SKP114","RNA, 7SK small nuclear pseudogene 114","106480868","ENSG00000222259.1"
"RNU6-757P","RNA, U6 small nuclear 757, pseudogene","106479901","ENSG00000222266.1"
"RNU6-892P","RNA, U6 small nuclear 892, pseudogene","106481460","ENSG00000222267.1"
"RNA5SP425","RNA, 5S ribosomal pseudogene 425","100873676","ENSG00000222268.1"
"RNU2-33P","RNA, U2 small nuclear 33, pseudogene","106480211","ENSG00000222276.1"
"RN7SKP111","RNA, 7SK small nuclear pseudogene 111","106479144","ENSG00000222281.1"
"RNU6-584P","RNA, U6 small nuclear 584, pseudogene","106479825","ENSG00000222282.1"
"RNA5SP193","RNA, 5S ribosomal pseudogene 193","100873455","ENSG00000222285.1"
"RNU6-1043P","RNA, U6 small nuclear 1043, pseudogene","106481510","ENSG00000222287.1"
"RNU2-36P","RNA, U2 small nuclear 36, pseudogene","106481645","ENSG00000222293.1"
"RNU6-1156P","RNA, U6 small nuclear 1156, pseudogene","106480075","ENSG00000222297.1"
"RNU2-21P","RNA, U2 small nuclear 21, pseudogene","106480206","ENSG00000222300.1"
"RNA5SP371","RNA, 5S ribosomal pseudogene 371","100873629","ENSG00000222302.1"
"RNU6-935P","RNA, U6 small nuclear 935, pseudogene","106480403","ENSG00000222303.1"
"","","0","ENSG00000222305.1"
"RNA5SP198","RNA, 5S ribosomal pseudogene 198","100873460","ENSG00000222308.1"
"RNA5SP178","RNA, 5S ribosomal pseudogene 178","100873440","ENSG00000222312.1"
"RN7SKP267","RNA, 7SK small nuclear pseudogene 267","106480478","ENSG00000222313.1"
"RNU6-1118P","RNA, U6 small nuclear 1118, pseudogene","106480058","ENSG00000222314.1"
"RNA5SP118","RNA, 5S ribosomal pseudogene 118","100873388","ENSG00000222317.1"
"RNU6-1050P","RNA, U6 small nuclear 1050, pseudogene","106481512","ENSG00000222320.1"
"MIR1912","microRNA 1912","100302144","ENSG00000222321.1"
"RNU6-855P","RNA, U6 small nuclear 855, pseudogene","106479944","ENSG00000222327.1"
"RNU2-2P","RNA, U2 small nuclear 2, pseudogene","26855","ENSG00000222328.1"
"RNU6-1076P","RNA, U6 small nuclear 1076, pseudogene","106480038","ENSG00000222329.1"
"","","0","ENSG00000222335.1"
"RN7SKP225","RNA, 7SK small nuclear pseudogene 225","106479195","ENSG00000222337.1"
"RNU6-174P","RNA, U6 small nuclear 174, pseudogene","106481231","ENSG00000222338.1"
"RN7SKP139","RNA, 7SK small nuclear pseudogene 139","106480876","ENSG00000222343.1"
"RNU6-613P","RNA, U6 small nuclear 613, pseudogene","106479837","ENSG00000222344.1"
"","","0","ENSG00000222345.1"
"RNA5SP237","RNA, 5S ribosomal pseudogene 237","100873495","ENSG00000222346.1"
"RNY1P15","RNY1 pseudogene 15","106481711","ENSG00000222351.1"
"RN7SKP221","RNA, 7SK small nuclear pseudogene 221","106480474","ENSG00000222352.1"
"RNU2-29P","RNA, U2 small nuclear 29, pseudogene","106480209","ENSG00000222355.1"
"RNU6-710P","RNA, U6 small nuclear 710, pseudogene","106479880","ENSG00000222356.1"
"RNU2-20P","RNA, U2 small nuclear 20, pseudogene","106481640","ENSG00000222357.1"
"RNU6-355P","RNA, U6 small nuclear 355, pseudogene","106481889","ENSG00000222359.1"
"RNU6-1186P","RNA, U6 small nuclear 1186, pseudogene","106480086","ENSG00000222361.1"
"RNU4-34P","RNA, U4 small nuclear 34, pseudogene","106480385","ENSG00000222363.1"
"SNORD12B","small nucleolar RNA, C/D box 12B","100113393","ENSG00000222365.1"
"SNORA36B","small nucleolar RNA, H/ACA box 36B","677818","ENSG00000222370.1"
"RN7SKP202","RNA, 7SK small nuclear pseudogene 202","106480472","ENSG00000222371.1"
"RN7SKP127","RNA, 7SK small nuclear pseudogene 127","106480466","ENSG00000222375.1"
"RN7SKP152","RNA, 7SK small nuclear pseudogene 152","106479163","ENSG00000222376.1"
"RNA5SP44","RNA, 5S ribosomal pseudogene 44","100873283","ENSG00000222378.1"
"RNA5SP203","RNA, 5S ribosomal pseudogene 203","100873464","ENSG00000222383.1"
"RN7SKP158","RNA, 7SK small nuclear pseudogene 158","106480883","ENSG00000222385.1"
"RN7SKP86","RNA, 7SK small nuclear pseudogene 86","106480859","ENSG00000222386.1"
"RNU2-28P","RNA, U2 small nuclear 28, pseudogene","106480670","ENSG00000222389.1"
"","","0","ENSG00000222394.2"
"","","0","ENSG00000222395.2"
"RN7SKP229","RNA, 7SK small nuclear pseudogene 229","106480904","ENSG00000222397.1"
"RNU6-554P","RNA, U6 small nuclear 554, pseudogene","106479812","ENSG00000222398.1"
"RNU6-791P","RNA, U6 small nuclear 791, pseudogene","106479916","ENSG00000222399.1"
"RN7SKP281","RNA, 7SK small nuclear pseudogene 281","106480369","ENSG00000222404.1"
"RNU4-65P","RNA, U4 small nuclear 65, pseudogene","106481192","ENSG00000222405.1"
"RNA5SP80","RNA, 5S ribosomal pseudogene 80","100873314","ENSG00000222407.1"
"","","0","ENSG00000222412.1"
"RN7SKP125","RNA, 7SK small nuclear pseudogene 125","106479150","ENSG00000222413.1"
"RNU2-59P","RNA, U2 small nuclear 59, pseudogene","106480223","ENSG00000222414.1"
"RNA5SP274","RNA, 5S ribosomal pseudogene 274","100873527","ENSG00000222416.1"
"RNA5SP113","RNA, 5S ribosomal pseudogene 113","100873383","ENSG00000222418.1"
"RNA5SP511","RNA, 5S ribosomal pseudogene 511","100873562","ENSG00000222419.1"
"","","0","ENSG00000222421.1"
"RNU2-50P","RNA, U2 small nuclear 50, pseudogene","106481650","ENSG00000222426.1"
"RNA5SP338","RNA, 5S ribosomal pseudogene 338","100873601","ENSG00000222427.1"
"RNA5SP231","RNA, 5S ribosomal pseudogene 231","100873489","ENSG00000222428.1"
"RNU6-955P","RNA, U6 small nuclear 955, pseudogene","106480624","ENSG00000222429.1"
"","","0","ENSG00000222430.1"
"RNU6-141P","RNA, U6 small nuclear 141, pseudogene","106480555","ENSG00000222431.1"
"","","0","ENSG00000222432.1"
"RN7SKP278","RNA, 7SK small nuclear pseudogene 278","106480918","ENSG00000222436.1"
"RNU6-1077P","RNA, U6 small nuclear 1077, pseudogene","106480039","ENSG00000222438.1"
"RNU6-994P","RNA, U6 small nuclear 994, pseudogene","106480006","ENSG00000222439.1"
"RNU2-26P","RNA, U2 small nuclear 26, pseudogene","106480414","ENSG00000222440.1"
"RN7SKP56","RNA, 7SK small nuclear pseudogene 56","106481807","ENSG00000222445.1"
"RN7SKP150","RNA, 7SK small nuclear pseudogene 150","106480880","ENSG00000222448.1"
"RNU6-1140P","RNA, U6 small nuclear 1140, pseudogene","106480068","ENSG00000222449.1"
"RN7SKP143","RNA, 7SK small nuclear pseudogene 143","106479158","ENSG00000222451.1"
"RN7SKP59","RNA, 7SK small nuclear pseudogene 59","106479121","ENSG00000222452.1"
"RNA5SP296","RNA, 5S ribosomal pseudogene 296","100873549","ENSG00000222455.1"
"RNU6-121P","RNA, U6 small nuclear 121, pseudogene","106481215","ENSG00000222457.1"
"RNA5SP293","RNA, 5S ribosomal pseudogene 293","100873546","ENSG00000222459.1"
"RN7SKP271","RNA, 7SK small nuclear pseudogene 271","106480916","ENSG00000222460.1"
"RNU2-5P","RNA, U2 small nuclear 5, pseudogene","26852","ENSG00000222465.1"
"","","0","ENSG00000222467.1"
"RNA5SP261","RNA, 5S ribosomal pseudogene 261","100873515","ENSG00000222468.1"
"RN7SKP7","RNA, 7SK small nuclear pseudogene 7","100873851","ENSG00000222472.1"
"RNU2-23P","RNA, U2 small nuclear 23, pseudogene","106481641","ENSG00000222477.1"
"RNU6-77P","RNA, U6 small nuclear 77, pseudogene","106481792","ENSG00000222486.1"
"RNU6-285P","RNA, U6 small nuclear 285, pseudogene","106479693","ENSG00000222488.1"
"","","0","ENSG00000222489.1"
"RNU6-712P","RNA, U6 small nuclear 712, pseudogene","106481404","ENSG00000222490.1"
"RN7SKP200","RNA, 7SK small nuclear pseudogene 200","106480895","ENSG00000222496.1"
"RN7SKP177","RNA, 7SK small nuclear pseudogene 177","106479174","ENSG00000222499.1"
"RNA5SP475","RNA, 5S ribosomal pseudogene 475","100873717","ENSG00000222500.1"
"RNU4-25P","RNA, U4 small nuclear 25, pseudogene","106481870","ENSG00000222501.1"
"","","0","ENSG00000222503.1"
"","","0","ENSG00000222506.1"
"","","0","ENSG00000222509.1"
"","","0","ENSG00000222511.2"
"RN7SKP223","RNA, 7SK small nuclear pseudogene 223","106479194","ENSG00000222514.1"
"RN7SKP240","RNA, 7SK small nuclear pseudogene 240","106479202","ENSG00000222515.1"
"RNA5SP451","RNA, 5S ribosomal pseudogene 451","100873696","ENSG00000222520.1"
"RNU6-519P","RNA, U6 small nuclear 519, pseudogene","106479796","ENSG00000222522.1"
"RN7SKP109","RNA, 7SK small nuclear pseudogene 109","106479143","ENSG00000222524.1"
"","","0","ENSG00000222529.1"
"MIR1468","microRNA 1468","100302115","ENSG00000222532.1"
"RNU6-705P","RNA, U6 small nuclear 705, pseudogene","106481403","ENSG00000222533.1"
"RNU2-39P","RNA, U2 small nuclear 39, pseudogene","106480214","ENSG00000222536.1"
"RN7SKP220","RNA, 7SK small nuclear pseudogene 220","106480901","ENSG00000222543.1"
"RNU6-735P","RNA, U6 small nuclear 735, pseudogene","106481412","ENSG00000222544.1"
"RNA5SP251","RNA, 5S ribosomal pseudogene 251","100873507","ENSG00000222546.1"
"RNA5SP60","RNA, 5S ribosomal pseudogene 60","100873295","ENSG00000222552.1"
"RNU6-1064P","RNA, U6 small nuclear 1064, pseudogene","106481515","ENSG00000222558.1"
"RNU4-43P","RNA, U4 small nuclear 43, pseudogene","106481185","ENSG00000222560.1"
"RNU6-1025P","RNA, U6 small nuclear 1025, pseudogene","106480018","ENSG00000222561.1"
"RN7SKP61","RNA, 7SK small nuclear pseudogene 61","106479122","ENSG00000222574.1"
"RNA5SP345","RNA, 5S ribosomal pseudogene 345","100873607","ENSG00000222578.1"
"","","0","ENSG00000222579.1"
"RNU2-47P","RNA, U2 small nuclear 47, pseudogene","106480672","ENSG00000222581.1"
"RNU2-66P","RNA, U2 small nuclear 66, pseudogene","106481655","ENSG00000222582.1"
"RN7SKP222","RNA, 7SK small nuclear pseudogene 222","106479193","ENSG00000222583.1"
"RNA5SP494","RNA, 5S ribosomal pseudogene 494","100873736","ENSG00000222585.1"
"","","0","ENSG00000222588.1"
"RN7SKP159","RNA, 7SK small nuclear pseudogene 159","106480468","ENSG00000222589.1"
"RNU6-887P","RNA, U6 small nuclear 887, pseudogene","106481459","ENSG00000222592.1"
"RN7SKP235","RNA, 7SK small nuclear pseudogene 235","106479199","ENSG00000222594.1"
"RNU2-49P","RNA, U2 small nuclear 49, pseudogene","106480219","ENSG00000222598.1"
"","","0","ENSG00000222601.1"
"","","0","ENSG00000222604.2"
"RNU6-628P","RNA, U6 small nuclear 628, pseudogene","106480396","ENSG00000222607.1"
"RNA5SP504","RNA, 5S ribosomal pseudogene 504","100873555","ENSG00000222608.1"
"RNU4-69P","RNA, U4 small nuclear 69, pseudogene","106479590","ENSG00000222609.1"
"RNU6-402P","RNA, U6 small nuclear 402, pseudogene","106481305","ENSG00000222610.1"
"RNU2-52P","RNA, U2 small nuclear 52, pseudogene","107080629","ENSG00000222612.1"
"","","0","ENSG00000222613.1"
"","","0","ENSG00000222614.1"
"RN7SKP27","RNA, 7SK small nuclear pseudogene 27","106480841","ENSG00000222616.1"
"RN7SKP254","RNA, 7SK small nuclear pseudogene 254","106481820","ENSG00000222617.1"
"RNU6-1100P","RNA, U6 small nuclear 1100, pseudogene","106480049","ENSG00000222623.1"
"RNU2-15P","RNA, U2 small nuclear 15, pseudogene","106866980","ENSG00000222624.1"
"RNU2-48P","RNA, U2 small nuclear 48, pseudogene","106481649","ENSG00000222626.1"
"RNU2-37P","RNA, U2 small nuclear 37, pseudogene","106480213","ENSG00000222627.1"
"RNU2-42P","RNA, U2 small nuclear 42, pseudogene","106481647","ENSG00000222629.1"
"RN7SKP131","RNA, 7SK small nuclear pseudogene 131","106479153","ENSG00000222630.2"
"RNU6-1203P","RNA, U6 small nuclear 1203, pseudogene","106480092","ENSG00000222635.1"
"RN7SKP54","RNA, 7SK small nuclear pseudogene 54","107080626","ENSG00000222636.1"
"RNU2-51P","RNA, U2 small nuclear 51, pseudogene","106480415","ENSG00000222640.1"
"RNU2-16P","RNA, U2 small nuclear 16, pseudogene","106481639","ENSG00000222644.1"
"","","0","ENSG00000222649.1"
"RNU2-70P","RNA, U2 small nuclear 70, pseudogene","106480227","ENSG00000222650.1"
"RNU6-248P","RNA, U6 small nuclear 248, pseudogene","106481256","ENSG00000222652.1"
"","","0","ENSG00000222658.1"
"RNU2-8P","RNA, U2 small nuclear 8, pseudogene","106480200","ENSG00000222659.1"
"RNU4-55P","RNA, U4 small nuclear 55, pseudogene","106481189","ENSG00000222663.1"
"RN7SKP123","RNA, 7SK small nuclear pseudogene 123","106479149","ENSG00000222664.1"
"","","0","ENSG00000222666.2"
"RNU6-394P","RNA, U6 small nuclear 394, pseudogene","106480698","ENSG00000222667.1"
"RNA5SP146","RNA, 5S ribosomal pseudogene 146","100873413","ENSG00000222675.1"
"RN7SKP213","RNA, 7SK small nuclear pseudogene 213","106480899","ENSG00000222678.1"
